id,date,country,rating,rating_count,plot
241,2019,Egypt,3.6,163,"The second part continues what the first part ended in the tales of Hatshepsut in the Pharaonic era, and Ali al-Zeebak during the Ottoman era, and Bishr al-Katatni, the head of the political pen who faces new challenges in work and love, and tries to point his son Hassan on the road to a treasure that he tells about through his recorded will."
242,2007,Egypt,3.5,215,"A writer from a wealthy family decides to become a writer and tries to search for himself and decides to travel to Al-Ajami in Alexandria, and there he meets a poor, messy young man from Al-Ajami who has no family, friends, or even a stable residence, and he moves from one profession to another, and when the two young men meet, a clash occurs between them as a result of a difference. Social and cultural conditions."
243,1956,Egypt,4,82,"The Shawish Khamis, who works in the Coast Guard, succeeds in aborting a drug smuggling operation, so the smuggling gang tries to buy his integrity in order to facilitate things for them, but he in turn refuses, so they resort to a plan to kill him in order to remove him from their way, but they fail and kill his wife by mistake, to escalate events."
244,1982,Egypt,3.95,86,"(Yusef Shaheen) continues in this film about his biography under the name (Yahya Shukri Murad), as he is exposed in this film and during his filming of (The Bird) to a heart attack that requires surgical intervention, and during his treatment journey, the proceedings of a trial take place inside his chest in which (Yahya) stands Whether the director, or the young child, is the opponents 'position, and during this imagined trial, we remember with (Yahya) many memories of his past with his family, his adolescence, his cinematic beginnings, and a story that he knew about the girl who later became his wife."
245,2018,Egypt,3.6,154,"The events revolve around a comic about a gang leader named (Magdy Takhtoukh) who enters into a fight and is subsequently injured. He is transferred to hospital in a serious condition, where he needs a heart transplant, and at the same time, the young man's mother (Yunus) dies."
246,2005,Egypt,3.35,374,"The story revolves around Timur, a student at the Institute of Music, who is romantically linked to his colleague (Nawal), and seeks to marry her, but Nawal's mother believes in witchcraft and sorcery, so Timur uses a synthetic mask to represent the character of the witch (Aunt Nousa) so that he can obtain her approval and blessings for their association. Will succeed?"
247,1969,Egypt,3.85,94,"Dr. (Hosni) is a dentist. The nurse (Fatima) works for him and organizes his clinic for him and takes care of his various affairs. He decides to marry Dalia, the owner of the flower shop that she loves, but she hates lying so much that she leaves Hosni because he does not want to marry her, she tries ( Dalia commits suicide and sends a telegram to Hosni, but her neighbor (Sameh) saves her."
248,1974,Egypt,4.05,72,"As the war of attrition with Israel reaches its most intense, and while Magdy fights his war on the front line, his journalist fiancé wages a relentless war against the utilitarian editor, whose true metal is later discovered."
249,1955,Egypt,3.95,81,A poor girl lives on the rooftops next to three poor young men who all fall in love with her and discover that she is under the weight of a disease that requires surgery. Everyone is rushing to help her to get the surgery. See who will help her?
250,1982,Egypt,3.65,131,The events revolve around the football player (Shehata Abu Kaf) who is a professional football player in Zamalek club and he is a resident of Upper Egypt. Events.
251,1998,Egypt,3.45,223,"In 1807, the notables of the city of Rashid decided to send a letter to the governor of Egypt, Muhammad Ali, to join the sending of supplies and armies to save the besieged city, and the choice rests on Harfoush, who can penetrate the siege of the British armies. Harfoush goes and on the way he meets Hakim, who takes him to the twentieth century, and finds himself in a contradictory world where modern Cairo is, and he is arrested like a madman. Nurse Inas sympathizes with him and takes him to her home after knowing his truth."
252,1980,Egypt,3.95,80,"Farida yields to her father's pressure and marries the great businessman Osama despite her love for Dr. Ibrahim, and lives a miserable life with him in Paris. Ibrahim succeeds in his job and becomes a great doctor, while Farida gets divorced and returns to Egypt, but a great tragedy occurs."
253,2003,Egypt,3.55,164,"The driver (Saber al-Tayyib) reads the text of the constitutional article stating that every citizen has the right to a part of the public property, so he raises a case demanding his right to public money, and that he gets an apartment in which he marries, the matter spreads, and everyone begins to demand the sale of the homeland, sending him powers of attorney to Sell their right back home."
254,1944,Egypt,4.1,67,"Soheir Sultan, a famous singer, decided to retire from art in order to marry her lover Wahid Ezzat, but unfortunately, Wahid dies with a fatal bullet before his wedding to Soheir, and he learns later that musician Jamal Hamdy is the main suspect in committing the crime."
255,2010,Egypt,3.6,144,"A great political thinker and writer, married to a woman amazed with power and money, circumstances combine him with a former police officer, and he hires him to write a new book."
256,2002,Egypt,3.75,106,"Three friends live in Maadi, and they decide to set up a television station that reveals the faults of the community, and unintentionally filming a murder orchestrated by a high-level gang, chased by the gang, they continue to flee."
257,1945,Egypt,4.05,70,"The events of the film take place in Cairo during the events of World War II, where (Hamed) and (Najia) agree to marry, while (Syed) convinces Najia's father to trade in the black market and exploit the conditions of war, but Hamed confronts them, so Najia's father decides to take revenge on him, and insists On her marriage to Sid."
258,2016,Egypt,3.45,217,"The events of the film revolve around a comic about hiring a special forces band to rescue the Egyptian ambassador to India after his kidnapping, but the surprise occurs when the film's hero discovers that those summoned for this mission are not members of a special forces band, but rather a musical band."
259,2009,Egypt,3.4,262,Film One Zero detects what happens behind the scenes of figures and models present in the Egyptian society from the problems and disturbances of each character against the background of a fateful football match.
260,1989,Egypt,3.8,95,"Faraj Al-Aktaa colludes with the Israeli enemy to get rid of the resistance men in Suez. Hassan Ezz, the only surviving man, is accused of betraying the group and stealing money and he is sentenced to prison. The resistance leader's daughter searches for her father's killer, and Hassan is released from prison to take revenge."
261,2013,Egypt,3.55,156,"The film revolves around Tetah (Mohamed Saad); The poor man who lives in one of Abdeen neighborhoods, and who gets to know a beautiful girl via the internet (Dolly Shaheen) with the help of his nephew (Omar Mustafa Metwally) who lives with him, life begins to change completely when this girl is kidnapped by unknown persons"
262,1969,Egypt,3.8,94,"Student Adel quarrels with his sweetheart, Amal, to travel to Alexandria to spend the summer vacation, and there he meets the dancer Firdaus and falls into her window and lives with her in the same apartment, and after his news is interrupted, his father goes to Alexandria in search of his son."
263,1961,Egypt,3.9,81,"Ahmed Al-Mudarris moves to live in an apartment owned by Abbas, the greedy butcher, a bold tongue. Ahmed falls in love with Abbas's sister, Azizah, and Ahmed succeeds in winning the trust of the butcher, so he marries him from his sister, but after marriage she insists on her husband in order for Abbas to demand her share of the inheritance, so that disputes arise between them."
264,1961,Egypt,3.9,81,The film tells the story of Seif al-Din Qutuz (Mahmoud) since the Tatars invaded his country and fled and his cousin Jihad with the servant Salama and sold them in the slave market to save them from chasing the Tatars until he became a soldier at Izz al-Din Aybak and his encounter with jihad and his arrival to rule Egypt and his fight against the Tatars and his overwhelming victory over them.
265,1959,Egypt,4.05,67,"Three students: Adel, Hassanein, and Samir, each of them has a problem. Adel loves his neighbor Siham, but her father refuses to marry him from her, and his father expels him from the house. As for Hassanein, his uncle comes to him from Upper Egypt to remind him of the importance of taking revenge on those who killed his father, and Samir suffers from neglect His parents are to him, after they separated, and each of them married another party."
266,2013,Egypt,3.7,109,"A social human drama through the lives of two men (Fathi) and (Salah). Fathi loses his mind due to the harsh conditions of life and the injustice that stabs him from every direction. As for Salah, a mean man loses his eye in a quarrel."
267,1972,Egypt,3.8,90,"After the death of her husband, Mona (Faten Hamama) bears the responsibility for raising her six children besides her work in the Ministry of Education, and as the children grow their problems increase, and the burdens of their mother in education increase with her, especially with the arrival of most of them into their adolescence, and the relationship between her and them becomes tense, and at the same time, it occurs (Mona) Gradually in a love story with businessman Ahmed Raafat (Ahmed Mazhar), but she does not easily give in to her feelings because of her confusion between devoting her children to her, and thinking about her future with (Ahmed)."
268,1978,Egypt,4.05,63,"The ruling authorities summon tens of thousands of young men to work in forced labor in the Suez Canal, and Metwally leaves his sister's sister alone with the old grandfather, and Shafiqa is forced to accept the temptations of the son of the Sheikh of the country Diab, and the town discovers the sinister relationship between them, and the grandfather forces her to leave with the pimp Hanadi to Assiut, and she becomes a lover Tarabishi is a supplier of slaves."
269,1996,Egypt,3.45,182,"A mysterious phenomenon is spreading in the city where men become impotent due to the increase in public and private frustrations. Colonel (Magdy) follows the events from the reality of his work in the police, and an active journalist joins him, but they are faced with an attempt to cover up officials and official denials, so that they continue to try, so will they succeed?"
270,2017,Egypt,3.65,110,"(Shams Nour El-Din) is an employee in an Egyptian bank, and she wants to be a mother, so she always thinks about having children, but at the same time she categorically refuses to marry, and therefore she tries hard to search for someone who fulfills her dream of having children without entering the traditional and usual paths, and finds her way The desired thing is in a veterinarian named (Bahjat Abu Al-Saad)."
271,1988,Egypt,3.95,69,"Aisha, a widow, whose husband died and left her five children, Sanaa, Suad, Lamia, Asma, and the youngest, Nour, the eldest daughter Sana. She married Orabi al-Najjar and they settled in the humble family home."
272,2003,Egypt,3.4,212,"Himma works in the Electricity Authority, he is surprised by the appearance of his brother, who knows nothing about him except after the death of their mother, and when he learns that he is a graduate of the Faculty of Fine Arts and due to his need for a clever talent in drawing, he declares his desire to steal an expensive painting and makes Fateen paint him an exact copy of the picture Native Americans to be smuggled into Thailand."
273,2018,Egypt,3.65,108,"The events of the film revolve around the young man (Ismail) who works in a beauty center, and by chance discovers that one of the advertising directors is looking for a new face, then he turns himself to a girl in order to present the advertisement, and he actually succeeds in that before his matter is revealed and is exposed to many comic situations, such as harassment and other The suffering that women face in our society."
274,2008,Egypt,3.35,252,"The leader of the gang (Al-Sahrawi) decides to get rid of one of his old men (Yusef) after he had cancer and took some of the money belonging to the gang, so he assigns (Adel) to eliminate him. The wind comes in something the Sahrawi does not desire, so Joseph and Adel get to know each other and they love each other, and Joseph takes from Adel as his friend."
275,2009,Egypt,3.35,250,"Youssef, a student at the College of Fine Arts, responded to the call of talent and love of drawing against the wishes of the family, who dreamed of joining the College of Medicine. Over the course of his studies at the College of Fine Arts, his personality completely changes and a clash occurs between people's religious ideas about the arts, especially sculpture and painting, strict religious theory and his talent as an artist."
276,2008,Egypt,3.3,320,"Fawzi (Mohamed Heneidy) is a struggling young man who wants to become a famous singer, but his bad luck stands before him. He suddenly discovers that he has a twin brother (Fawaz), a rich Gulf man who lives in (Dubai), and after his mother's death he decides to travel to Dubai to meet him, and asks for his help In the realization of his dream, but (Fawaz) refuses to acknowledge it, and events follow after that, so (Fawaz) becomes ill, and (Fawzi) is forced to take his place until his business goes on and no one notices anything."
277,1954,Egypt,3.9,70,"A thug called a monster in one of the Upper Egypt villages, feared by everyone, including the police, enjoys the protection of Radwan Pasha, who in turn uses him to protect him in the elections and get rid of his rivals. A new officer is sent to the village with his son and wife tasked with the mission to capture the monster."
278,2015,Egypt,3.7,94,"In a form of comedy and excitement, the poor young Hamada Al-Far (Muhammad Farraj), who works as a cleaner at Al-Ahram Foundation, is engaged in a frantic struggle with the Minister of Interior (Mahmoud Hamida) with all the power that he possesses, as (Hamada) tries to reach the body of his poor mother Altaf, who died in the house of a minister The Ministry of Interior has a relationship with the Minister of the Interior, as each of them believes that he is more entitled to hold a funeral for her."
279,1958,Egypt,3.9,69,"The work deals with the life story of the Algerian fighter (Jamila Bouhraid) who contributed to resisting the French occupation of Algeria, where she sees the torture and killing of her colleague (Amina) in the school, who was part of an organization to resist the occupation, so Jamila decides to continue the struggle, and the events escalate."
280,2005,Egypt,3.25,424,"The film revolves around the six Umm Sid, the simple woman who works as a taxi driver to face the burdens of life and at the same time loves the Al-Ahly club madly and takes care of her son Sayed, who faces several problems at the university and with his father's deceased brother."
281,1951,Egypt,3.9,67,"The events of the film revolve around Hamdan, a young rural man who does not bear responsibility, exploits Zubeida's love for him and assaults her, so his older brother forces him to marry her, after a while he leaves her and goes to Cairo and begins to think that his wife has died, so he works in a casino with drug dealers, while he is ignorant of his work He is arrested and imprisoned, but he learns the lesson from his journey."
282,2019,Egypt,3.25,393,"Through an exciting teaser framework about a love story between a young man from the popular class and a deaf-mute girl, life circumstances lead them to enter a world of suspicious operations, but they suffer a painful accident and are transferred to the hospital, to begin to face the worst nightmare in their lives, and spend terrifying times between The sides of this hospital."
283,2014,Egypt,3.6,106,"Maha (Houria Farghali), who has always loved cinema, and as an interior designer has become an expert in creating imaginary worlds, under intense pressure at work, she sees another life appearing on the horizon, and finds herself moving between two worlds represented by Sharif (Khaled Abul Naga) and Mustafa (Majid Al Kadwani); One is the movie décor spec you're working on, and the other is supposed to be reality."
284,1984,Egypt,3.85,69,"(Muhammad Al-Asyouti) is a timber merchant who lives with his wife (Karima) and his three daughters, and (Safaa) marries (Samir), and (Madiha) is from (Essawi) the failed artist, and (Hoda) gets engaged to (Ikrami), everyone lives dependent on the father In the same house, every newlywed is competing to consume all the resources of the house, and Karima feels the symptoms of pregnancy, so the father is happy and wishes to have a child to inherit his business, and this pregnancy causes a lot of trouble to the husbands."
285,1962,Egypt,4,57,"The events revolve around the fierce girl (Amira) who hates men, as she refused all those who proposed to marry her, and her grandfather swore not to marry her younger sister until she got married, the doctor (Hassan) who was transferred to work in the countryside, and a quarrel between them happened, escalated events."
286,1957,Egypt,3.95,60,"Nadia Lotfi is a girl who lives under her father after his divorce from her mother, and when she reaches the age of majority, her father marries another woman, and her heart is filled with jealousy of her, and she decides to take revenge on her."
287,1985,Egypt,3.85,68,"(Sanusi) is an engineer and married to (Sabreen), they live in Upper Egypt. Senussi conducts research to improve the specifications of the loaf of bread, and decides to travel to the capital with his wife, to meet with the Minister of Supply."
288,2012,Egypt,3.6,101,"The life of a photojournalist is turned upside down after he watches a murder and filmed it, and he finds himself involved in it and pointed to the finger of accusation, trying to prove his innocence."
289,1991,Egypt,3.6,101,"Widow Wafa lives with her only teenage daughter, Salma and Azza, her husband's sister, in a secluded desert house. Hassan, a graduate of prisons and fellow engineer Kamel, Wafa's late husband, arrives in his cell to offer his help to the three women and after hesitation they agree to stay with them, but they fall in love with him and each compete to win with it."
290,1952,Egypt,3.95,59,"The film revolves around Sherif, who is treated by a neuropsychiatrist, who uses his illness to commit a murder under hypnosis."
291,1995,Egypt,3.8,71,"On New Year's Eve, the taxi driver master tries by various means to provide 200 pounds in expenses for a necessary surgery for his mother-in-law who takes care of his only mentally handicapped son, and on the same night the repentant nymph of a prostitute tries to get the necessary amount to waste the house in which she lives, and when they both meet, they testify to An unforgettable night full of events."
292,2009,Egypt,3.25,328,The events of the film revolve around a broadcaster interested in women's issues and society's view of her. She is married at the same time and was suffering from many problems in her home and with her husband. She used to have many disputes between them because of the topics that she presented to the audience.
293,2009,Egypt,3.25,320,"A young, reckless prince studies at the Naval Academy, to become a captain and loves his neighbor Salwa, the daughter of the director of the Academy, who considers him a brother to it, and many ironies occur between tug of war until they are kidnapped by pirates at sea, and the events follow."
294,1986,Egypt,3.95,57,"In a new story from the tales of the Harafish saga, an unjust fatwa takes over the affairs of the neighborhood, who imprisoned his brother unjustly without his permission, to arrest him, torture him, and then imprison him, and while he is in prison his wife prepares for a revolution by the poor to destroy this corrupt system and remove the effects of tyranny on Warm, will you succeed?"
295,1964,Egypt,3.95,57,"The story revolves around (Elham and Salwa), two engineers in chemistry, who were assigned to an oil company in (Cairo), but they seek to work in the desert with the aim of exploring new oil wells, but the company only sends men there. The company asks engineers from Men, the two engineers travel to the desert after they applied to work as two men, due to the company's system of accepting men's travel only on these missions. They get to know their colleagues at work in the desert, and they live with them as two men."
296,2016,Egypt,3.45,137,"The events of the film take place in an exciting thrilling framework, about the world of electronic piracy and its secrets, with the many and varied operations associated with it, whether on social networking sites or various technical forums and others, through (Youssef) a skilled engineering student who carries out piracy operations that raise a lot of confusion"
297,1956,Egypt,3.85,64,"Alia seeks independence with her life and a sense of her maturity as a woman, and she has found no way for that except to accept marriage to a dear family friend, who is at the age of her father, but discovers that she has been associated with an authoritarian and jealous man to the point of illness, who only deals with her with cruelty and strength to obey his orders. But she is strong and intellectually mature and becomes more aware of the facts and traumas of life, until she meets a young doctor who falls in love with her and takes her out of her husband's prison after a terrible accident."
298,2007,Egypt,3.35,190,"The events revolve around (Mohsen) who suffers from autism, and he spoke between him and his older brother (Karim) many situations after the death of their parents."
299,2015,Egypt,3.5,115,"Zeina wakes from a fainting state to find herself blind, and does not remember anything, to end up with (Ahmed) on his boat, who enters a frantic chase with (Rasheed), and after sitting alone in one of the boat rooms, she tries to retrieve all What happened to her through her recordings, including details of the love triangle that she herself was a side of."
300,2011,Egypt,3.45,129,"Joudeh suffers from the difficult living conditions and social conditions that the Egyptian people as a whole suffer from, especially slum dwellers such as high prices, electricity and water cuts, so he is forced to work for a parliament member who exploits him for his purposes and corruption, and implicates himself in several problems, trying to prove his innocence from them But fate was looking out for him."
301,1993,Egypt,4,51,"Four friends, the first is Ahmed, who loves a girl he has seen once, and the second is Sayed, who works in a research laboratory and steals experimental animals to increase his income, but his affair is exposed and he is expelled from his work, and the third is Abbas, who is married to Nadia, who does not like him, and the fourth is Ali Bobby, who abandoned the neighborhood For illegal acts."
302,1963,Egypt,4,51,"During 1942, Nadia Burhan Sadiq lives with her mother in Alexandria, and Fawzia lives with her husband Shakir, whom she married without the family's will, and she gets acquainted with Salah Muharram and they agree to marry, and on the day of trying the dress, the sister dies as a result of the Germans bombing the city, and Nadia suffers from memory loss, and tries Fawzia's husband misleads Nadia that she is Fawzia, that Nadia is the one who died."
303,1967,Egypt,3.8,65,"In a social context, events take place; Where the famous star (Soheir) falls in love with the obscure actor (Ibrahim) and they decide to marry, but the director of the group who loves Suheir tries to plan for them, so he brings a woman who claims to be Ibrahim's wife, so Suheir decides to move away from Ibrahim and lose her artistic fame, while his star rises and becomes a singer"
304,1953,Egypt,3.8,65,"The events of the film revolve around the child Dahab, who gives birth to Mounir Bey's maid after he secretly married her behind his wife, and after trying to get rid of the newborn child, the poor musician Wahid Alfonso (Anwar Wagdy) finds her and the girl pledges care and love until she grows up and works with him on their many concerts As soon as the gates of fame are opened in front of them, fate reveals to Dahab what was hidden from it all these years."
305,1977,Egypt,3.95,53,"Naama resides with her older sister and her family consisting of her husband Abdul Majeed and their nine children, and as a result of their difficult living conditions, Abdul Majeed accepts the marriage of Nehmeh from the teacher al-Battawi, to refuse Naama and flee to Mansoura, and in the meantime Al-Battawi marries her with forged papers presented by Abdul Majeed, to escalate events."
306,1957,Egypt,3.9,56,"(Tamr Hannah) is a Roma girl who dances in moulids and enjoys a great deal of beauty and lightness, but she belongs to a poor class where her destiny is linked to (Hassan) who works in the popular moulids, and at the same time he admires her (Ahmed), the son of the wealthy mayor, and tries in various ways to bring her closer. To him, he lies to his father, saying that she is the daughter of Pasha Ghani until he succeeds in winning his bet with his father, but things proceed unexpectedly."
307,2013,Egypt,3.3,210,"The film discusses the world of crime away from traditional conflicts, where the events revolve around a child who is kidnapped, and who grows up in the backstage of a circus where he lives among lions and tigers; This leads to the formation of a solid personality from the outside that is filled with good from the inside, but his upbringing always forces him to appear to society in a different way so that he can live and survive."
308,1984,Egypt,3.45,124,"(Maysa) is a delegate of one of the advertising agencies, who is entering into a competition with another agency, which is the Oscar agency that (Salah Fouad) works for, and each of them is trying to win advertising campaigns by illegal means. Salah Fouad) from Dr. (Ayoub) to invent for him any material with this name to market it. Maysa goes to Dr. (Ayoub's) lab, and meets (Fouad) as Dr. (Ayoub) and they fall in love."
309,2010,Egypt,3.45,121,(Maysa) and (Menna) are two sisters who play violin and cello in the Cairo Symphony Orchestra. They are accused in the murder of the young musician (Hassan Ragheb). Both of them had their reasons for killing Hassan Ragheb.
310,2011,Egypt,3.5,106,"Tohamy Pasha, a film producer, tries to think of a way to get away with taxes, and Wadih proposes an idea outside the box: to produce a failed movie that the audience will not accept."
311,2019,Egypt,3.65,78,"The events revolve around (Tabl), a person who decided to leave his rich family and his luxurious life, to live a completely bohemian life among a number of marginalized people, until he dies, and while his daughter seeks to give him a decent family funeral, his friends steal the body in preparation for his farewell in their own way."
312,1985,Egypt,3.45,118,"(Fatima) from (the United States of America) returns to work in a research center after obtaining her doctorate from there. She meets (Jalal), who tells her that he is a tourist expert, but she sees him in her room, and after a while he tells her that he is from the jinn, and that he loves her very much, and he warns her against She marries (Osama), and tries to find a solution to the problem that she fell into, and that her fiancé avoids any harm that (Jalal) might do, and events escalate."
313,2015,Egypt,3.55,92,"Sukkar Murr tells the story of many characters who may change from extreme to opposite unexpectedly due to certain events that they may go through, and others do not change no matter how they go through circumstances that may break them. There are relationships that seem ideal from the outside, but this idealism may be the reason for its incompleteness, and others that may seem from the outside impossible, but they continue for unreasonable reasons, and the events of the movie take place during 5 years of political and social turmoil, reflected in emotional relationships that were supposed to end with happiness"
314,2015,Egypt,3.55,91,"Rahim Adham (Aser Yassin) is a young boxer who lives in a popular neighborhood with his elderly father, the imam of the mosque (Mahmoud Hamida), and loves Mai (Yasmine Rais) and intends to marry her, and as soon as Hanash (Walid Fawaz) learns about what is going on between Rahim and Mai from meetings through Taha ( Sherif Ramzy) who competes with Rahim for May's love, Rahim and his father's life turns into a living hell on Earth, especially as secrets from the past are revealed."
315,2005,Lebanon,3.15,556,"A Lebanese film about the Lebanese Dabkeh dance performed by a group of young dancers who present a new type of dance, which is my father. G."
316,1958,Egypt,3.8,59,"(Sawsan) is an average orphan girl. She gets acquainted with (Adel) the wealthy young man in an auction hall, so he admires her and tries to woo her and when he fails, he decides to marry her. Marriage takes place, and the spouses travel to spend their honeymoon, but after their return from travel, Adel returns to spend his time on his evenings and whims with bad companions who are terrified by the presence of (Sawsan)."
317,2009,Egypt,3.35,152,"Ali is a twenty-year-old man, an amateur pigeon hunter, whose relationships and vision of life are developing, reaching forty, which changes his view of everything he lives in life, from his marital relationship to all of his human relationships."
318,2013,Egypt,3.3,184,"In the manner of (what if?), The movie tells about a world dominated by women and where men entertain women. In a comic framework, the film deals with the form of special relationships between men and women in reverse, where the man is always oppressed and oppressed, and the woman is oppressive and bossy, and she uses the man as a means of pleasure only."
319,2016,Egypt,3.4,128,"The events of the movie revolve around two brothers joined together (Ali Rabie) and (Karim Fahmy), with whom many comic situations happen, and their cousin (Muhammad Osama) gets involved with them and their problems."
320,1989,Egypt,3.65,73,"Rida, a taxi driver, delivers Iman, the wealthy widow, who is returning from abroad, and trusts him, so that he can take her on all her travels, and he tries to help her smuggle her lover, the engineer, Hassan, who is detained in a mental hospital."
321,1984,Egypt,3.5,96,"After troubles with the dancer who worked with him for several months, the drummer discovers the joys of a young dancer in a moulid who lives with her sister, Saber's wife, and he agrees to train her and turn her into a famous dancer to dance to his highly skilled rhythm. Thousands of pounds in the event of her separation from him artistically, joys on the path of fame to become one of the most famous dancers."
322,1980,Egypt,3.55,86,"Ramzi works as a servant in a hotel and supports his family, and as a result of the increasing financial burdens on him, he resorts to stealing money from one of the hotel customers and fleeing there, and when he is pursued by the police, he hides in a restaurant and decides to stay with him until the situation calms down. After a while, he discovers the intention of the restaurant owner's wife and her plans to get rid of her husband."
323,2006,Egypt,3.3,176,"Mahmoud is a professor of acting, he has no friends and does not know of life except for teaching and at home, a change of character occurs when he discovers his wife's betrayal with a younger man, and he gets acquainted with a young actress and enters his life and tries to make him live another new stage on him."
324,2010,Egypt,3.2,303,"Al-Lambi (Mohamed Saad) is a poor lawyer who marries (Mai Ezz El-Din) school and causes his wife to face many problems and harassment, and due to his bad financial conditions that are not commensurate with the current prices. He is also exposed to an accident that changes his life, and turns into a successful lawyer."
325,2001,Egypt,3.3,175,"(Hazem) is a careless young man, he failed to be a good husband, and he failed to become a good father, but his life begins to return to the right path after (Yasmine) enters his life, they face many problems together at the beginning of their relationship, but love imposes its word in the end"
326,1993,Egypt,3.65,70,"Narges is preparing to immigrate to America to join her children, but she loses her passport hours before travel, and she must find it in the places she went to, or with the people she met. Meanwhile, she meets an eccentric wizard who roams the city's theme parks, and is exposed to many events that change her travel perspective."
327,2015,Egypt,3.3,172,"In a kinetic framework, the movie revolves around the police officer Omar Al-Attar (Muhammad Ramadan) who is exposed to a situation that turns his professional and personal life upside down, when his wife Aya (Donia Samir Ghanem) is killed by a gang, and he seeks revenge for her, which is what enters him. In a series of cascading troubles with his superiors, he becomes chased by the security forces."
328,2004,Egypt,3.15,442,"The film revolves around a comic about a young Egyptian named (Mohi El-Sharkawy), whose grandfather (Jaber Al-Sharqawi) and his uncles form a smuggling gang, and because he is a coward who cannot keep up with them and work with them, he goes to his mother and her husband, who sends him to China to represent Egypt in a cooking competition, to fall into many the problems."
329,2008,Egypt,3.15,437,"Haitham Dabour belongs to a wealthy family and cares about trivial matters, but he is exposed to what has changed in his life, which is his father entering prison on a false accusation, so Haitham tries to save his father, which leads him to transform from a trivial person to another serious, committed and seriously interacting with life, and Haitham falls in love with the souls of a daughter Its own driver."
330,1963,Egypt,3.7,63,"The geologist (Sami) goes to Luxor to continue the oil drilling operations. And it is prohibited on the basis that the area is used as a cemetery for Nile brides, Sami sees a beautiful girl dressed as a Nile bride called Hamis asking him to stop digging, and she told him that she is the daughter of Aton, the sun god and the last bride of the Nile, and that her father sent her to the ground to prevent violating the cemeteries of Nile brides."
331,2019,Egypt,3.35,137,"In the context of a romantic comedy, Omar marries his sweetheart, Nessma, despite her father's strong rejection of the order, and after the wedding ceremony ends, if some unknown men attack the bride's car, Omar asks his wife to run away, and during her escape a car accident occurs, and she is transferred to the hospital and after she wakes from the coma , Is severely traumatized, and she refuses to see her husband Omar because she does not feel safe in his company, so Omar is forced to go to a psychiatrist to help him solve the problem."
332,1994,Egypt,3.5,89,"In a desert on the borders of Egypt at a time immemorial, Ram raises the hatred of his brothers for the love of his father for him."
333,2018,United States of America,4,42,"Road trip about a middle-aged man named Beshay who grew up in a colony with leprosy. After the death of his wife, who was also affected by leprosy, he leaves this colony and goes with his Nubian friend Obama and his donkey on a journey across (Egypt) in an attempt to reconnect with his family again with the aim of reaching his village in the Qena governorate."
334,2018,Egypt,3.45,100,"After one of the clashes between a group of protesters and the security forces, one of the bodies arrives at the morgue, and the forensic doctor (Yassin Al-Manesterly) writes his medical report after examining the body stating that this dead person was shot at a close distance and not a far distance like the rest of the bodies, but the problems begin When this medical report is leaked to the media."
335,1984,Syria,4.15,36,"Abd al-Wadud is traveling between two countries, Gharbistan and Eastistan. As he passes through the area between the two countries, coincidence wants to lose his identity papers and his passport, and he cannot return to his home country or enter the other country. He is forced to camp in the area between the two countries, which straddles the border."
336,1984,Egypt,3.65,66,"The work revolves around the master teacher (Ferjani) who is assigned to be the supervisor of a school trip to the Cairo Zoo, and during the trip a girl disappears, to try to search for her everywhere, to prevent the renewal of conflict between families in Upper Egypt"
337,2005,Egypt,3.15,392,"The events of the film revolve around the (Board of the Morning) who comes from his village to travel to Cairo in search of the teacher (Mahrous Al-Dabaa) in order to obtain from him the inheritance he left with his father, but he must cooperate with the police to arrest one of the merchants involved in promoting spoiled meat, and his cooperation with the teacher (Sweets ) And her daughter (Katah)."
338,1981,Egypt,3.75,56,"Fares works as a driver in regional cars, and he is linked to an innocent love story with Ismat who works in a ready-to-wear store, and Ismail asks the private driver for the rich Gad that Faris drive the old car as Ismail feels exhausted, and Fares gets to know Fawzia, who he and her sick old husband Gad deliver to The farm he owns in Fayed, and he knows that Fawzia suffers from Jad, whom she married, fearing that her father might influence him, and soon a love story between them develops."
339,1957,Egypt,3.9,46,"(Farid) is forced to marry his cousin (Yasmina) after their uncle leaves them a great inheritance, provided that the two marry, and the two accept the marriage as a fictitious marriage, and they separate after receiving the inheritance, but during the honeymoon in Aswan they fall in love Each other."
340,1959,Egypt,3.8,52,"An eloquent is having fun in his father's lab, Attar, and he causes a goblin to appear, the demon burns leaving a powder that conceals what is on it."
341,2016,Egypt,3.45,96,"(Hesham) and (Hadi) who work in the same agency for announcements receive an invitation to spend a vacation in Marsa Alam in the tourist resort owned by (Sherihan), and (Hisham) accompanies his wife (Aisha), while (Hadiya) accompanies her husband (Adel) in This leave, and this leave more than ever before reveals the problems that the four of them face in their marriages."
342,2006,Egypt,3.25,188,"The film deals with the life story of the singing legend (Abdel Halim Hafez) in different periods of his life, dealing with many aspects of his private, artistic and emotional life since his early childhood."
343,1997,Egypt,3.25,185,"Bakhit and Adela get involved this time with a gang of drug traffickers who inspired them to help them reach the People's Assembly without knowing the truth of their goals, and they try to gain membership in the parliament amid fierce competition."
344,2020,Egypt,3.95,42,"The film presents the story of the Arab knight Muhammad bin Al-Qasim Al-Thaqafi, who freed many women and children from the families of the Indian Ocean pirates, and enters into a fierce war against King Dahir, who was sharing spoils with the pirates, with the help of his friend Ziyad and his mentor Abu Al-Aswad."
